Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,4.0559,4.0559,4.0559,4.0559,4.2451,4.538,5.4723,6.1925,6.1934,6.8746,7.1355,7.3579,7.0726,6.3089,7.5462,7.7919,8.4714,8.4453,7.9122,7.9275,7.8796,7.2217,7.6598,7.8281,8.549,8.6759,10.068,10.6597,10.7606,10.5382,11.8996,11.3993,10.6712,12.5225,12.5739,11.5148,12.4518,14.2413,12.7709,13.0968,13.3251,15.6939,15.4012,16.2962,16.7146,16.0342,17.794,17.4235,17.1719,18.0632,20.4456,22.4453,22.6952,23.0492
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,3.8484,3.8484,3.8484,3.8484,4.0661,4.3466,5.2735,5.9691,5.9168,6.6105,6.8781,7.1581,6.8951,6.1041,7.2693,7.4397,8.0171,7.9132,7.34,7.3882,7.3043,6.6675,7.1229,7.2717,8.0069,8.0102,9.3103,9.9201,10.0186,9.9152,11.2792,10.7531,9.9459,11.6947,11.7242,10.6613,11.6612,13.3911,11.9356,12.2142,12.4994,14.8326,14.3943,15.4634,15.8962,15.2209,17.0332,16.6092,16.455,17.2616,19.5811,21.3225,21.552,21.8775
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,3.5923,3.5923,3.5923,3.5923,3.747,4.0116,4.7809,5.4414,5.4281,5.9003,6.1691,6.2896,6.1599,5.507,6.5769,6.8063,7.4269,7.598,7.113,6.9463,7.0137,6.4517,6.9629,7.4604,8.2944,8.4302,9.7967,10.3334,10.4751,10.3393,11.6788,11.3082,10.6131,12.4976,12.5469,11.3906,12.2799,14.1018,12.6658,12.9877,13.2166,15.5687,15.2742,16.1645,16.5499,15.8906,17.6872,17.309,17.1109,18.0275,20.4132,22.4136,22.6694,23.0269
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,0.5187,0.5187,0.5187,0.5187,0.4984,0.6698,0.6616,0.7299,0.6871,0.8334,0.9175,0.9285,1.05,1.049,1.1941,1.199,1.2199,1.2777,1.3634,1.4801,1.458,1.5885,1.6487,1.7218,1.8156,1.982,2.246,2.0405,2.0077,2.2001,2.2264,2.2885,2.3147,2.201,2.3881,2.3217,2.2937,2.4705,2.2781,2.3276,2.6504,2.5383,2.761,3.209,3.5911,3.603,4.1323,4.228,4.6488,4.5488,4.9655,4.9033,5.1002,5.353
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,22.7052,22.7052,22.7052,22.7052,23.4719,25.7521,28.5636,32.3572,34.0567,39.0559,41.5086,41.9464,43.5165,45.7301,49.7338,50.1489,53.1511,54.8604,58.7626,58.7074,60.4607,60.8039,58.4556,56.2424,59.5069,66.632,71.3465,72.32,75.3934,78.277,76.9637,77.3981,83.1796,83.6925,88.0267,79.0411,83.5182,84.9907,83.5197,92.8931,92.319,99.8447,101.0931,104.9688,101.9482,102.9819,101.539,99.3122,101.2626,104.7249,109.0973,108.5884,108.9855,109.3996
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Low income,LIC,..,..,..,..,..,..,..,..,..,..,0.8773,0.8773,0.8773,0.8773,0.9071,0.9878,1.2071,1.244,1.3984,1.4712,1.6561,1.5954,1.5831,1.575,1.689,1.7626,1.6541,1.7101,1.796,1.758,1.8537,1.7218,1.8481,1.8015,1.1913,0.8624,0.8772,0.8895,0.7242,0.8538,0.9738,0.8408,0.8058,0.6659,1.0091,0.9673,0.7764,0.8686,0.6745,0.7095,0.9097,1.0099,1.0412,0.9681,1.0127,0.9937,1.3759,1.3433,1.3127,1.1144,0.7934,0.8254,0.7922,0.7886
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,8.3991,8.3991,8.3991,8.3991,9.3265,9.3338,10.2661,11.6284,12.0764,13.5398,13.9069,14.3359,15.135,16.5355,17.4766,18.5742,21.1962,19.9064,22.5494,22.4044,22.7693,23.538,21.8688,22.905,24.211,25.7266,27.2917,28.4164,29.4405,30.436,29.7745,30.0969,29.0192,29.9285,32.3556,33.3003,34.3647,36.0842,36.6409,38.824,41.6805,42.1169,41.903,43.4427,43.9393,44.0852,45.1749,45.8412,47.6709,49.1168,52.2162,50.6288,51.2696,52.1203
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,1.9479,1.9479,1.9479,1.9479,1.92,1.8923,2.107,2.2453,2.2494,2.9343,3.2412,3.0981,3.3175,3.5121,3.5479,3.5848,4.2937,4.3568,4.3394,4.7079,4.5063,4.5962,4.8558,4.9393,4.7338,5.5924,5.4829,5.7761,5.9715,5.8483,6.2912,6.2184,6.4462,5.7161,6.5719,6.2827,6.2986,5.8598,5.8239,5.945,5.863,5.6424,5.2711,5.1251,5.3623,5.2275,5.9701,6.1994,6.5054,6.1,5.7757,5.5327,5.4206,5.3571
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,1.8525,1.8525,1.8525,1.8525,1.8138,1.7748,1.9925,2.134,2.151,2.8457,3.1175,2.9573,3.1641,3.2843,3.2548,3.2936,3.981,3.9706,3.9689,4.2756,4.042,4.1333,4.3791,4.526,4.3965,5.2603,5.1395,5.3794,5.6391,5.4742,5.8854,5.7749,6.0049,5.252,6.1157,5.935,5.9201,5.4408,5.5196,5.644,5.5795,5.2851,4.8836,4.7963,5.034,4.836,5.5378,5.819,6.1254,5.7817,5.5416,5.1671,5.0605,5.0029
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,1.8525,1.8525,1.8525,1.8525,1.8138,1.7748,1.9925,2.134,2.151,2.8457,3.1175,2.9573,3.1641,3.2843,3.2548,3.2936,3.981,3.9706,3.9689,4.2756,4.042,4.1333,4.3791,4.526,4.3965,5.2603,5.1395,5.3794,5.6391,5.4742,5.8854,5.7749,6.0049,5.252,6.1157,5.935,5.9201,5.4408,5.5196,5.644,5.5795,5.2851,4.8836,4.7963,5.034,4.836,5.5378,5.819,6.1254,5.7817,5.5416,5.1671,5.0605,5.0029
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,21.8279,21.8279,21.8279,21.8279,22.5648,24.7643,27.3565,31.1132,32.6583,37.5847,39.8525,40.351,41.9334,44.1551,48.0448,48.3863,51.497,53.1503,56.9666,56.9494,58.607,59.0821,56.6075,54.4409,58.3156,65.7696,70.4693,71.4305,74.6692,77.4232,75.9899,76.5573,82.3738,83.0266,87.0176,78.0738,82.7418,84.1221,82.8452,92.1836,91.4093,98.8348,100.0519,104.0007,100.9355,101.9882,100.1631,97.9689,99.9499,103.6105,108.3039,107.763,108.1933,108.611
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,North America,NAC,..,..,..,..,..,..,..,..,..,..,3.8351,3.8351,3.8351,3.8351,3.6707,4.3379,4.5338,4.3705,4.71,5.0163,5.3583,4.9745,4.7691,5.5039,5.6623,5.8228,5.4957,5.6888,5.8263,6.0579,5.7494,5.9963,6.3369,6.6552,6.5485,6.795,6.9392,7.3988,7.2959,7.3624,7.4725,7.7471,8.0017,8.2164,7.6999,7.4324,8.3349,7.9291,7.4013,7.8186,8.7137,9.3418,9.7897,9.5536,9.7838,10.2787,10.1366,10.4218,10.2224,10.7735,10.8788,10.0534,10.0522,10.1079
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,OECD members,OED,..,..,..,..,..,..,..,..,..,..,21.4079,21.4079,21.4079,21.4079,20.6322,22.6742,23.9535,24.1378,26.2215,27.8882,28.6822,29.087,29.1231,30.495,30.4087,31.0813,31.6528,30.7644,31.089,31.3134,27.5019,25.8977,24.567,25.7353,26.2587,27.0479,28.8354,29.0736,28.8728,29.7215,29.1784,30.1024,29.1927,30.3114,30.3059,28.3938,27.8277,28.6081,26.7623,28.4594,29.3236,29.4799,31.0461,32.0883,31.8949,32.922,33.822,33.4673,31.0962,32.0368,33.1517,31.2251,30.8162,31.0776
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,0.1624,0.1624,0.1624,0.1624,0.1421,0.1625,0.138,0.1403,0.1262,0.1289,0.123,0.134,0.132,0.1473,0.1531,0.1509,0.1546,0.1615,0.1496,0.1298,0.1205,0.111,0.1116,0.1038,0.0948,0.0768,0.0838,0.0678,0.0686,0.061,0.0621,0.0749,0.0817,0.063,0.0682,0.0589,0.0409,0.0324,0.0696,0.0835,0.0641,0.0667,0.0667,0.0946,0.1027,0.1214,0.1095,0.1081,0.1215,0.1097,0.1122,0.092,0.0922,0.0923
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,19.855,19.855,19.855,19.855,19.1005,20.4699,21.3319,21.6354,23.2362,24.7548,25.526,25.8031,25.4998,26.6708,26.8925,27.4254,27.7313,26.8123,26.7137,26.5305,24.1364,23.3325,18.9307,19.6057,20.3862,20.6904,21.881,22.0924,21.776,22.3946,21.9966,22.704,22.6837,22.8892,22.8476,21.204,20.3752,21.0419,20.6579,21.3356,22.6393,24.7701,25.9304,26.3723,26.7701,27.1842,27.7384,28.7524,26.9208,28.2861,28.2802,26.7854,26.4626,26.3783
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,0.3609,0.3609,0.3609,0.3609,0.4352,0.5817,0.5455,0.5892,0.5001,0.6092,0.6775,0.6723,0.5962,0.5357,0.6811,0.7226,0.5677,0.5655,0.7173,0.6082,0.5886,0.5309,0.5252,0.8469,0.7583,0.6022,0.8072,0.8404,0.8152,0.8523,0.8642,0.981,1.1897,0.5393,0.6124,0.7545,0.8713,0.6843,0.8468,0.8341,1.2911,0.9133,1.1922,1.9719,1.6908,1.413,2.0476,2.2783,2.22,2.3627,2.1314,2.4835,2.5692,2.7371
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Small states,SST,..,..,..,..,..,..,..,..,..,..,0.1624,0.1624,0.1624,0.1624,0.1421,0.1625,0.138,0.1403,0.1262,0.1289,0.123,0.134,0.132,0.1473,0.1531,0.1509,0.1546,0.1615,0.1496,0.1298,0.1205,0.111,0.1116,0.1038,0.0948,0.0768,0.0838,0.0678,0.0686,0.061,0.0621,0.0749,0.0817,0.063,0.0682,0.0589,0.0409,0.0324,0.0696,0.0835,0.0641,0.0667,0.0667,0.0946,0.1027,0.1214,0.1095,0.1081,0.1215,0.1097,0.1122,0.092,0.0922,0.0923
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,3.4829,3.4829,3.4829,3.4829,4.2778,4.2996,4.8914,5.8484,6.2584,7.2192,7.238,7.6031,8.232,9.1823,10.3763,11.2478,13.0543,11.7959,14.2078,14.8131,15.3543,16.1648,17.0692,17.6676,18.7599,19.8715,20.9703,21.9434,22.6254,23.5541,22.2955,23.03,21.6824,23.0065,24.4779,26.0223,27.2541,28.8869,30.0052,31.3191,32.2491,32.855,32.4483,32.7616,33.4251,32.9589,33.4564,33.8048,34.9545,37.1936,39.3757,37.8648,38.6236,39.4311
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,3.4829,3.4829,3.4829,3.4829,4.2778,4.2996,4.8914,5.8484,6.2584,7.2192,7.238,7.6031,8.232,9.1823,10.3763,11.2478,13.0543,11.7959,14.2078,14.8131,15.3543,16.1648,17.0692,17.6676,18.7599,19.8715,20.9703,21.9434,22.6254,23.5541,22.2955,23.03,21.6824,23.0065,24.4779,26.0223,27.2541,28.8869,30.0052,31.3191,32.2491,32.855,32.4483,32.7616,33.4251,32.9589,33.4564,33.8048,34.9545,37.1936,39.3757,37.8648,38.6236,39.4311
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,0.6941,0.6941,0.6941,0.6941,0.7701,0.8565,0.7583,0.7264,0.6685,0.7827,0.9464,1.089,0.9931,0.8767,0.9182,0.933,0.7765,0.7433,0.9005,0.8384,0.8352,0.7982,0.7585,0.8839,0.835,0.6788,1.0118,0.993,1.036,1.0813,1.1031,1.2438,1.2148,0.9905,1.2553,1.1152,1.3416,1.2374,1.2899,1.2809,1.8025,1.4697,1.769,2.6549,2.5612,2.3482,2.9376,3.223,3.0749,3.0535,3.3256,4.2371,4.4516,4.8222
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,0.6941,0.6941,0.6941,0.6941,0.7701,0.8565,0.7583,0.7264,0.6685,0.7827,0.9464,1.089,0.9931,0.8767,0.9182,0.933,0.7765,0.7433,0.9005,0.8384,0.8352,0.7982,0.7585,0.8839,0.835,0.6788,1.0118,0.993,1.036,1.0813,1.1031,1.2438,1.2148,0.9905,1.2553,1.1152,1.3416,1.2374,1.2899,1.2809,1.8025,1.4697,1.769,2.6549,2.5612,2.3482,2.9376,3.223,3.0749,3.0535,3.3256,4.2371,4.4516,4.8222
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,0.6941,0.6941,0.6941,0.6941,0.7701,0.8565,0.7583,0.7264,0.6685,0.7827,0.9464,1.089,0.9931,0.8767,0.9182,0.933,0.7765,0.7433,0.9005,0.8384,0.8352,0.7982,0.7585,0.8839,0.835,0.6788,1.0118,0.993,1.036,1.0813,1.1031,1.2438,1.2148,0.9905,1.2553,1.1152,1.3416,1.2374,1.2899,1.2809,1.8025,1.4697,1.769,2.6549,2.5612,2.3482,2.9376,3.223,3.0749,3.0535,3.3256,4.2371,4.4516,4.8222
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,13.4288,13.4288,13.4288,13.4288,13.2383,15.4305,17.0904,19.4848,20.5819,24.0449,25.9456,26.0151,26.7984,27.6196,30.5682,29.8121,30.3008,33.2439,34.4172,34.545,35.8377,35.5441,34.7387,31.5359,34.1046,40.043,43.1776,43.0141,45.2287,46.9872,46.2154,46.4604,53.3546,53.0981,54.662,44.7735,48.3771,48.0379,46.2043,53.3596,49.7288,56.7179,58.1489,60.558,56.9962,57.903,54.9882,52.1277,52.279,54.4937,56.0877,57.1342,56.9237,56.4907
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,World,WLD,..,..,..,..,..,..,..,..,..,..,50.083941052279,50.083941052279,50.083941052279,50.083941052279,50.684488687401,55.325283455761,58.498206988792,62.953206505652,67.31884409911,73.343595976023,76.950600312611,77.657690557731,78.949823673251,83.300742185459,86.805341762569,87.91403658672,91.117445677771,92.028402526127,96.232496986327,94.877296792822,92.408676527443,90.345589485849,80.988877687281,79.960654505271,83.805627923858,91.338240599983,97.530289156184,98.258478314658,100.71226986955,106.39120259603,105.17549323877,106.63005964831,111.6924684978,113.05987306372,117.3733390504,106.67652133829,110.52961111054,113.64512523407,111.19621098944,121.92765310392,122.22554365007,130.65426660736,133.73971403003,137.27967050997,134.22649009448,137.43084225837,136.8817328558,134.63019043044,135.0334713975,140.31844698486,146.29699882745,143.24964284068,143.0920588532,143.61829668843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Dataset,Unit of measure,Periodicity,Aggregation method,Development relevance,Limitations and exceptions,License URL
EN.GHG.CO2.AG.MT.CE.AR5,CC BY-4.0,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),"A measure of annual emissions of carbon dioxide (CO2), one of the six Kyoto greenhouse gases (GHG), from the agricultural sector. This includes emissions from livestock (IPCC 2006 codes 3.A.1 (enteric fermentation, 3.a.2 (manure management) and crops (IPCC 2006 codes 3.C.1 Emissions from biomass burning, 3.C.2 Liming, 3.C.3 Urea application, 3.C.4 Direct N2O Emissions from managed soils, 3.C.5 Indirect N2O Emissions from managed soils, 3.C.6 Indirect N2O Emissions from manure management, 3.C.7 Rice cultivations). The measure is standardized to carbon dioxide equivalent values using the Global Warming Potential (GWP) factors of IPCC's 5th Assessment Report (AR5).","EDGAR (Emissions Database for Global Atmospheric Research) Community GHG Database, a collaboration between the European Commission, Joint Research Centre (JRC), the International Energy Agency (IEA), and comprising IEA-EDGAR CO2, EDGAR CH4, EDGAR N2O, EDGAR F-GASES version 8.0, (2023) European Commission, JRC (Datasets). https://edgar.jrc.ec.europa.eu/dataset_ghg73",WDI,Mt CO2eq,Annual,Sum,"Anthropogenic (human-caused) emissions of global greenhouse gases, including carbon dioxide (CO2), methane (CH4), nitrous oxide (NO2) and F-gases, lead to an increase of the concentration of greenhouse gases in the atmosphere, which in turn causes atmospheric warming by trapping heat in the atmosphere (greenhouse gas effect). Atmospheric warming leads to climatic changes causing more frequent and extreme weather events and higher temperatures globally, leading to large impacts across the globe and particularly in developing countries that often have a limited means to adapt and build resilience. The international scientific community has warned that emissions need to decline to net zero by the middle of the 21st century to limit global warming to well below a 2deg C increase and help avoid the most consequential climate change impacts. 

Climate change is having a disproportionate impact on developing countries and if unabated will not only reverse past development progress and hinder poverty reduction but will also make future development more costly. Country level assessments of the potential climate change impacts on specific developing countries, performed as part of the World Bank’s Country Climate and Development Reports (CCDRs), show that climate change will have a significant impact on developing countries’ economies, ranging from about 0.5% of GDP for higher income developing countries to over 13% for the lowest income developing countries. The costs of partial adaptation to these changes will be significant as well -- ranging between 1 and 10% of developing countries’ GDP.","Global GHG emissions are currently not directly measurable, but approaches for their estimation exist, and numerous sources exist to supply data for this indicator. Reputable scientific organizations produce these data for use for research, policy analysis, climate negotiations, and broader public communications. The estimated accuracy from fossil fuel combustion and industrial processes are quite high, as quantities of fossil fuels and other emissive materials (such as cement and steel) produced are well known. For these sectors, emissions estimates are roughly accurate to within 10% when aggregated to the global level and between 4% and 35% at the country level (Crippa et al., 2023). For non- combustion and non- industrial process emissions, the accuracy is lower. Agricultural emissions, for example, depend upon many factors including the type of crops grown and livestock raised, specific agricultural practices, and other climate and non-climate factors. For these emissions, the accuracy is lower—around 30% for CH4 and fluorinated gases (HFCs, PFCs, and SF6).",https://datacatalog.worldbank.org/public-licenses#cc-by
